title_original,text_original,posted_on_original,date_of_power_shutdown
Power Shutdown areas in Chennai (27.09.2021)," Power supply will be suspended in the following areas on Monday(27.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.
",Posted On : 27/Sep/2021 7:15:46 AM,09-27-2021
Power Shutdown areas in Chennai (24.09.2021)," Power supply will be suspended in the following areas on Friday (24.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.
",Posted On : 22/Sep/2021 6:15:58 PM,09-24-2021
Power Shutdown areas in Chennai (23.09.2021), Power supply will be suspended in the following areas on Thursday (23.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 22/Sep/2021 6:10:10 PM,09-23-2021
Power Shutdown areas in Chennai (22.09.2021)," Power supply will be suspended in the following areas on Wednesday 22.09.2021 from 09.00 am to 02.00 pm for maintenance work.
",Posted On : 20/Sep/2021 9:41:32 PM,09-22-2021
Power Shutdown areas in Chennai (20.09.2021)," Power supply will be suspended in the following areas on Monday (20.09.2021) from 09.00 am to 02.00 pm for maintenance work.
",Posted On : 19/Sep/2021 10:47:44 PM,09-20-2021
Power Shutdown areas in Chennai (18.09.2021), Power supply will be suspended in the following areas on Saturday(18.09.2021) from 09.00 am to 02.00 pm for maintenance work.,Posted On : 16/Sep/2021 10:17:56 PM,09-18-2021
Power Shutdown areas in Chennai (15.09.2021)," Power supply will be suspended in the following areas on Wednesday (15.09.2021) from 09.00 am to 02.00 pm for maintenance work.
",Posted On : 15/Sep/2021 9:45:01 AM,09-15-2021
Power Shutdown areas in Chennai (13-09-2021)," Power supply will be suspended in the following areas on 13.09.2021 from 09.00 am to 02.00 pm for maintenance work.
",Posted On : 12/Sep/2021 12:03:13 PM,09-13-2021
Power Shutdown areas in Chennai (14-09-2021)," Power supply will be suspended in the following areas on 14.09.2021 from 09.00 am to 02.00 pm for maintenance work.
",Posted On : 12/Sep/2021 12:03:09 PM,09-14-2021
Power Shutdown areas in Chennai (09.09.2021)," Chennai power disruption September 9, Thursday : Parts of Chennai will face a power cut from 9 am to 2 pm for maintenance work today.
",Posted On : 08/Sep/2021 10:52:06 PM,09-09-2021
Power Shutdown areas in Chennai (08.09.2021)," Power supply will be suspended in the following areas on Wednesday (08.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.
",Posted On : 07/Sep/2021 10:37:27 PM,09-08-2021
Power Shutdown areas in Chennai (03.09.2021), Power supply will be suspended in the following areas on Friday (03.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. ,Posted On : 02/Sep/2021 12:50:32 PM,09-03-2021
Power Shutdown areas in Chennai (02.09.2021), Power supply will be suspended in the following areas on Thursday (02.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. ,Posted On : 01/Sep/2021 11:49:39 AM,09-02-2021
Power Shutdown areas in Chennai (01.09.2021), Power supply will be suspended in the following areas on  Wednesday (01.09.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. ,Posted On : 30/Aug/2021 9:54:31 AM,09-01-2021
Power Shutdown areas in Chennai (31.08.2021), Power supply will be suspended in the following areas on  Tuesday (31.08.2021)  from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. ,Posted On : 30/Aug/2021 9:51:42 AM,08-31-2021
Power Shutdown areas in Chennai Friday (27.08.2021)," Power supply will be suspended in the following areas on Friday (27.08.2021)  from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. 
",Posted On : 26/Aug/2021 10:14:03 PM,08-27-2021
Power Shutdown areas in Chennai (28.08.2021)," Power supply will be suspended in the following areas on  Saturday (28.08.2021)  from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. 
",Posted On : 26/Aug/2021 10:03:44 PM,08-28-2021
Power Shutdown areas in Chennai (26.08.2021), Power supply will be suspended in the following areas on Thursday (26.08.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 26/Aug/2021 9:24:08 AM,08-26-2021
Power Shutdown areas in Chennai (25.08.2021), Power supply will be suspended in the following areas on Wednesday (25.08.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. ,Posted On : 25/Aug/2021 8:37:58 AM,08-25-2021
Power Shutdown areas in Chennai (24.08.2021), Power supply will be suspended in the following areas on Tuesday (24.08.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed. ,Posted On : 23/Aug/2021 10:18:56 AM,08-24-2021
Power Shutdown areas in Chennai Monday(23.08.2021), Power supply will be suspended in the following areas on Monday (23.08.2021)  from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 22/Aug/2021 10:14:18 PM,08-23-2021
Power Shutdown areas in Chennai (12.08.2021), Power supply will be suspended in the following areas on Thursday (12.08.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 12/Aug/2021 1:05:18 PM,08-12-2021
Power Shutdown areas in Chennai (10.08.2021), Power supply will be suspended in the following areas on Tuesday (10.08.2021) from 09.00 am to 02.00 pm for maintenance work. ,Posted On : 09/Aug/2021 10:09:45 PM,08-10-2021
Power Shutdown areas in Chennai (11.08.2021), Power supply will be suspended in the following areas on Wednesday (11.08.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 09/Aug/2021 10:09:07 PM,08-11-2021
Power Shutdown areas in Chennai Today  (07.08.2021), Power supply will be suspended in the following areas on Saturday 07.08.2021 from 09.00 am to 05.00 pm for maintenance work. Supply will be resumed before 05.00 P.M if the works are completed.,Posted On : 06/Aug/2021 11:46:58 AM,08-07-2021
Power Shutdown areas in Chennai  (06.08.2021), Power supply will be suspended in the following areas on Friday 06.08.2021 from 09.00 am to 05.00 pm for maintenance work. Supply will be resumed before 05.00 P.M if the works are completed.,Posted On : 06/Aug/2021 9:32:34 AM,08-06-2021
Power Shutdown areas in Chennai Today (05.08.2021)," For the sake of the monthly maintenance plus for other works of various substations belonging to Tamil Nadu Electricity Board or TNEB, the power supply would be cut Today , 05th August 2021.
",Posted On : 05/Aug/2021 6:44:54 AM,08-05-2021
Power Shutdown areas in Chennai (02.08.2021)," Power supply will be suspended in the following areas on Monday(02.08.2021) from 09.00 am to 05.00 pm for maintenance work.
",Posted On : 01/Aug/2021 6:21:57 PM,08-02-2021
Power Shutdown areas in Chennai (03.08.2021), Power supply will be suspended in the following areas on Tuesday 03.08.2021 from 09.00 am to 02.00 pm for maintenance work.,Posted On : 01/Aug/2021 6:18:11 PM,08-03-2021
Power Shutdown areas in Chennai Today (31-07-2021)," Power supply will be suspended in the following areas on 31.07.2021 from 09.00 am to 05.00 pm for maintenance work.
",Posted On : 30/Jul/2021 9:41:27 PM,07-31-2021
Power Shutdown areas in Chennai Today (30-07-2021)," For the sake of the monthly maintenance plus for other works of various substations belonging to Tamil Nadu Electricity Board or TNEB, the power supply would be cut tomorrow, 30th July 2021.
",Posted On : 29/Jul/2021 8:50:59 AM,07-30-2021
Power Shutdown areas in Chennai Today(29-07-2021)," Power supply will be suspended in the following areas on Thursday  (29.07.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.
",Posted On : 28/Jul/2021 9:04:00 AM,07-29-2021
Power Shutdown areas in Chennai (28-07-2021), Power supply will be suspended in the following areas on Wednesday  (28.07.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 28/Jul/2021 8:47:29 AM,07-28-2021
Power Shutdown areas in Chennai (26-07-2021), Power supply will be suspended in the following areas on (26.07.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 26/Jul/2021 9:24:11 AM,07-26-2021
Power Shutdown areas in Chennai (27-07-2021), Power supply will be suspended in the following areas on (27.07.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 24/Jul/2021 9:54:53 AM,07-27-2021
Power Shutdown areas in Chennai Today (23-07-2021)," Tangedco has announced suspension of power supply in several areas of Chennai from 9 am to 2 pm on Thursday for maintenance work.
",Posted On : 23/Jul/2021 7:45:09 AM,07-23-2021
Power Shutdown areas in Chennai Today (24-07-2021), Power supply will be suspended in the following areas on (24.07.2021) from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 23/Jul/2021 7:43:52 AM,07-24-2021
Power Shutdown areas in Chennai Today (22-07-2021)," Tangedco has announced suspension of power supply in several areas of Chennai from 9 am to 5 pm on Thursday for maintenance work.
",Posted On : 21/Jul/2021 8:20:52 AM,07-22-2021
Power Shutdown areas in Chennai  (19-07-2021), Power supply will be suspended in the following areas on Monday 19.07.2021 from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 19/Jul/2021 8:21:11 AM,07-19-2021
Power Shutdown areas in Chennai Today (20-07-2021), Power supply will be suspended in the following areas on Tuesday 20.07.2021 from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 19/Jul/2021 8:16:52 AM,07-20-2021
Power Shutdown areas in Chennai Today (17-07-2021), Power supply will be suspended in the following areas on Saturday 17.07.2021 from 09.00 am to 02.00 pm for maintenance work. Supply will be resumed before 02.00 P.M if the works are completed.,Posted On : 16/Jul/2021 8:27:40 AM,07-17-2021
Power Shutdown areas in Chennai Today(16-07-2021), Power supply will be suspended in the following areas on Friday 16.07.2021 from 09.00 am to 05.00 pm for maintenance work. Supply will be resumed before 05.00 P.M if the works are completed.,Posted On : 15/Jul/2021 10:08:55 AM,07-16-2021
Power Shutdown areas in Chennai Today (15-07-2021)," Power supply will be suspended in the following areas on Thursday 15.07.2021 from 09.00 am to 05.00 pm for maintenance work. Supply will be resumed before 05.00 P.M if the works are completed.
",Posted On : 13/Jul/2021 9:38:11 PM,07-15-2021
Power Shutdown areas in Chennai Today (12-07-2021)," Power supply will be suspended in the following areas on 12.07.2021 from 09.00 am to 05.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.
",Posted On : 10/Jul/2021 8:46:20 AM,07-12-2021
Power Shutdown areas in Chennai Today (29-06-2021), Power supply will be suspended in the following areas on 29.06.2021(TUESDAY)from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 28/Jun/2021 10:23:59 PM,06-29-2021
Power Shutdown areas in Chennai Sunday (27-06-2021), Power supply will be suspended in the following areas on 27.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 26/Jun/2021 6:02:34 PM,06-27-2021
Power Shutdown areas in Chennai Today (28-06-2021), Power supply will be suspended in the following areas on 28.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 26/Jun/2021 5:55:59 PM,06-28-2021
Power Shutdown areas in Chennai Today (26-06-2021)," Power supply will be suspended in the following areas on 26.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.
",Posted On : 25/Jun/2021 8:23:07 PM,06-26-2021
Power Shutdown areas in Chennai Friday (25-06-2021), Power supply will be suspended in the following areas on 25.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 24/Jun/2021 2:53:09 PM,06-25-2021
Power Shutdown areas in Chennai Thursday (24-06-2021), Power supply will be suspended in the following areas on 24.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 23/Jun/2021 10:25:02 AM,06-24-2021
Power Shutdown areas in Chennai Wednesday (23-06-2021), Power supply will be suspended in the following areas on 23.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 22/Jun/2021 9:59:05 AM,06-23-2021
Power Shutdown areas in Chennai Monday (21-06-2021), Power supply will be suspended in the following areas on 21.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 21/Jun/2021 8:12:07 AM,06-21-2021
Power Shutdown areas in Chennai (22-06-2021), Power supply will be suspended in the following areas on 22.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 21/Jun/2021 8:05:26 AM,06-22-2021
Power Shutdown areas in Chennai Today (19-06-2021), Power supply will be suspended in the following areas on 19.06.2021 from 09.00 am to 01.00 pm for maintenance work. Supply will be resumed before 01.00 P.M if the works are completed.,Posted On : 18/Jun/2021 2:25:58 PM,06-19-2021
Power Shutdown areas in Chennai Today (02-06-2021), Power supply will be suspended in the following areas on 02.06.2021 from 09.00 am to 12.00 pm for maintenance work. Supply will be resumed before 12.00 P.M if the works are completed.,Posted On : 31/May/2021 9:57:15 PM,06-02-2021
Power Shutdown areas in Chennai Today (01-06-2021), Power supply will be suspended in the following areas on 01.06.2021 from 09.00 am to 05.00 pm for maintenance work. Supply will be resumed before 12.00 P.M if the works are completed.,Posted On : 31/May/2021 7:05:30 PM,06-01-2021
